date,exercise,stance,grip,equipment1,equipment2,equipment3,tempo,band tension,chain tension,setNumber,weight,reps,RPE,superset with,notes
1/1/18,lowbar squat,,,belt,,,,,,1,330,6,7,,
1/1/18,lowbar squat,,,belt,,,,,,2,330,6,8,,
1/1/18,lowbar squat,,,belt,,,,,,3,330,6,8,,
1/1/18,lowbar squat,,,belt,,,,,,4,330,6,8.5,,
1/1/18,conv DL,,,,,,,,,1,360,6,7,,
1/1/18,conv DL,,,,,,,,,2,360,6,7,,
1/2/18,bench press,,,,,,,,,1,285,1,,,
1/2/18,bench press,,,,,,,,,2,305,1,9.5,,
1/2/18,bench press,,,,,,,,,3,285,1,,,
1/2/18,bench press,,,,,,,,,4,310,1,9.5,,
1/2/18,bench press,,,,,,,,,5,315,1,9.5,,
1/2/18,OHP (DB),,,,,,,,,1,80,10,8.5,,
1/2/18,OHP (DB),,,,,,,,,2,80,10,9,,
1/2/18,OHP (DB),,,,,,,,,2,80,10,9,,
1/2/18,chinup,,,,,,,,,1,45,5,,,
1/2/18,chinup,,,,,,,,,2,55,5,,,
1/2/18,chinup,,,,,,,,,3,65,5,,,
1/2/18,chinup,,,,,,,,,4,70,5,,,
1/5/18,bench press,,,,,,,,,1,320,1,9,,
1/5/18,bench press,,,,,,,,,2,330,1,10,,
1/5/18,lowbar squat,,,belt,,,,,,1,295,8,5,,
1/5/18,lowbar squat,,,belt,,,,,,2,305,8,5.5,,
1/5/18,lowbar squat,,,belt,,,,,,3,305,8,6,,
1/5/18,lowbar squat,,,belt,,,,,,4,305,8,6.5,,
1/5/18,conv DL,,,,,,,,,1,315,8,<5,,
1/5/18,conv DL,,,,,,,,,2,335,8,5.5,,
1/8/18,lowbar squat,,,belt,,,,,,1,330,10,8.5,,
1/8/18,lowbar squat,,,belt,,,,,,2,335,3,,,1min rest
1/8/18,lowbar squat,,,belt,,,,,,4,335,3,,,1min rest
1/8/18,lowbar squat,,,belt,,,,,,4,335,3,,,1min rest
1/8/18,lowbar squat,,,belt,,,,,,5,335,3,,,1min rest
1/8/18,lowbar squat,,,belt,,,,,,6,335,3,,,1min rest
1/8/18,"conv DL (1"" deficit)",,,,,,,,,1,275,8,<5,,
1/8/18,"conv DL (1"" deficit)",,,,,,,,,2,275,8,<5,,
1/8/18,"conv DL (1"" deficit)",,,,,,,,,3,275,8,<5,,
1/9/18,bench press (incline),,,,,,,,,1,205,7,6.5,,
1/9/18,bench press (incline),,,,,,,,,2,205,7,6.5,,
1/9/18,bench press (incline),,,,,,,,,3,205,7,7.5,,
1/9/18,OHP (barbell),,,,,,,,,1,165,1,9,,
1/9/18,OHP (barbell),,,,,,,,,2,135,8,8.5,row (barbell),
1/9/18,OHP (barbell),,,,,,,,,3,135,8,8.5,row (barbell),
1/9/18,OHP (barbell),,,,,,,,,4,135,8,9,row (barbell),
1/9/18,row (barbell),,,,,,,,,1,220,8,<6,,
1/9/18,row (barbell),,,,,,,,,2,220,8,<6,,
1/9/18,row (barbell),,,,,,,,,3,220,8,<6,,
1/9/18,weighted dip,,,,,,,,,1,66,8,7,chinup,
1/9/18,weighted dip,,,,,,,,,2,66,8,6.5,chinup,
1/9/18,weighted dip,,,,,,,,,3,66,8,,chinup,
1/9/18,chinup,,,,,,,,,1,66,4,,,
1/9/18,chinup,,,,,,,,,2,66,4,,,
1/9/18,chinup,,,,,,,,,3,66,4,,,
1/9/18,chinup,,,,,,,,,4,66,4,,,
1/9/18,chinup,,,,,,,,,5,66,4,,,
1/11/18,bench press,,close,,,,,,,1,250,5,7.5,,
1/11/18,bench press,,close,,,,,,,2,240,5,7,,
1/11/18,bench press,,close,,,,,,,3,240,5,7,,
1/11/18,bench press,,close,,,,,,,4,240,5,8,,
1/11/18,OHP (DB),,,,,,,,,1,70,10,8.5,,
1/11/18,OHP (DB),,,,,,,,,2,65,10,6,,
1/11/18,OHP (DB),,,,,,,,,3,65,10,6,,
1/11/18,OHP (DB),,,,,,,,,4,65,10,6,,
1/12/18,lowbar squat,,,,,,,,,1,335,10,10,,
1/12/18,lowbar squat,,,,,,,,,2,325,3,,,60-90 sec rest
1/12/18,lowbar squat,,,,,,,,,3,325,3,,,60-90 sec rest
1/12/18,lowbar squat,,,,,,,,,4,325,3,,,60-90 sec rest
1/12/18,lowbar squat,,,,,,,,,5,325,3,,,60-90 sec rest
1/12/18,lowbar squat,,,,,,,,,6,325,3,,,60-90 sec rest
1/12/18,lowbar squat,,,,,,,,,7,325,3,,,60-90 sec rest
1/12/18,lowbar squat,,,,,,,,,8,325,3,,,60-90 sec rest
1/12/18,lowbar squat,,,,,,,,,9,325,3,,,60-90 sec rest
1/12/18,lowbar squat,,,,,,,,,10,325,3,,,60-90 sec rest
1/12/18,lowbar squat,,,,,,,,,11,325,3,,,60-90 sec rest
1/12/18,conv SLDL,,,,,,,,,1,275,8,<6,,
1/12/18,conv SLDL,,,,,,,,,2,275,8,<6,,
1/12/18,conv SLDL,,,,,,,,,3,275,8,<6,,
1/14/18,bench press,,,,,,,,,1,235,9,6.5,,
1/14/18,bench press,,,,,,,,,2,235,9,7.5,,
1/14/18,bench press,,,,,,,,,3,235,9,8.5,,
1/14/18,bench press,,,,,,,,,4,235,9,9,,
1/14/18,bench press,,,,,,,,,5,235,9,9,,
1/14/18,bench press,,,,,,,,,6,235,9,10,,
1/14/18,chinup,,,,,,,,,1,50,8,,,
1/14/18,chinup,,,,,,,,,2,50,8,,,
1/14/18,chinup,,,,,,,,,3,45,8,,,
1/14/18,chinup,,,,,,,,,4,45,8,,,
1/16/18,lowbar squat,,,belt,,,,,,1,360,5,9,,
1/16/18,lowbar squat,,,belt,,,,,,2,360,5,9.5,,
1/16/18,lowbar squat,,,belt,,,,,,3,360,5,9.5,,
1/16/18,conv DL,,,,,,,,,1,395,6,9,,
1/16/18,conv DL,,,,,,,,,2,395,6,9.5,,
1/18/18,bench press,,close,,,,0.1.0,,,1,245,5,7,,
1/18/18,bench press,,close,,,,0.1.0,,,2,240,5,7,,
1/18/18,bench press,,close,,,,0.1.0,,,3,240,5,7.5,,
1/18/18,bench press,,close,,,,0.1.0,,,4,240,5,,,
1/18/18,OHP (barbell),,,,,,,,,1,135,8,7,,
1/18/18,OHP (barbell),,,,,,,,,2,135,8,7,,
1/18/18,OHP (barbell),,,,,,,,,3,135,8,8,,
1/18/18,OHP (barbell),,,,,,,,,4,135,7,7.5,,
1/18/18,chinup,,,,,,,,,1,50,8,,,
1/18/18,chinup,,,,,,,,,2,50,8,,,
1/18/18,chinup,,,,,,,,,3,50,7,,,
1/18/18,chinup,,,,,,,,,4,45,7,,,
1/19/18,lowbar squat,,,belt,,,,,,1,365,6,10,,
1/19/18,"conv DL (1"" deficit)",,,,,,,,,1,365,8,8,,
1/20/18,bench press,,,,,,,,,1,225,10,6,,
1/20/18,bench press,,,,,,,,,2,225,10,6.5,,
1/20/18,bench press,,,,,,,,,3,225,10,7,,
1/20/18,bench press,,,,,,,,,4,225,10,8.5,,
1/20/18,bench press (DB),,neutral,,,,,,,1,80,10,<6,,
1/20/18,bench press (DB),,neutral,,,,,,,2,85,10,6,,
1/20/18,bench press (DB),,neutral,,,,,,,3,85,10,6,,
1/20/18,row (SA DB),,,,,,,,,1,115,10,,,
1/22/18,lowbar squat,,,belt,,,,,,1,370,3,8,,
1/22/18,lowbar squat,,,belt,,,,,,2,375,3,8.5,,
1/22/18,lowbar squat,,,belt,,,,,,3,380,3,9,,
1/22/18,"conv DL (1"" deficit)",,,,,,,,,1,375,6,7.5,,
1/22/18,"conv DL (1"" deficit)",,,,,,,,,2,375,6,7.5,,
1/23/18,bench press (incline),,,,,,,,,1,210,7,6.5,,
1/23/18,bench press (incline),,,,,,,,,2,210,7,8,,
1/23/18,bench press (incline),,,,,,,,,3,205,7,7.5,,
1/23/18,bench press (incline),,,,,,,,,4,205,7,8.5,,
1/23/18,chinup,,,,,,,,,1,45,8,,OHP (DB),
1/23/18,chinup,,,,,,,,,2,47.5,8,,OHP (DB),
1/23/18,OHP (DB),,,,,,,,,1,70,10,<6,chinup,
1/23/18,OHP (DB),,,,,,,,,2,75,10,7,chinup,
1/23/18,OHP (DB),,,,,,,,,3,70,10,6,,
1/23/18,OHP (DB),,,,,,,,,4,70,10,6,,
1/23/18,OHP (DB),,,,,,,,,5,70,10,6.5,,
1/23/18,weighted dip,,,,,,,,,1,70,8,7,,
1/23/18,weighted dip,,,,,,,,,2,60,8,6.5,,
1/23/18,weighted dip,,,,,,,,,3,60,8,7,,
1/25/18,lowbar squat,,,belt,,,,,,1,380,3,8.5,,
1/25/18,lowbar squat,,,belt,,,,,,2,395,2,9,,
1/25/18,conv DL,,,,,,,,,1,405,3,8.5,,
1/25/18,conv DL,,,,,,,,,2,425,2,9,,
1/25/18,bench press,,close,,,,0.1.0,,,1,240,5,6,row (barbell),
1/25/18,bench press,,close,,,,0.1.0,,,1,240,5,6.5,row (barbell),
1/25/18,bench press,,close,,,,0.1.0,,,1,240,5,6.5,row (barbell),
1/25/18,row (barbell),,,,,,,,,1,225,8,,bench press close,
1/25/18,row (barbell),,,,,,,,,2,225,8,,bench press close,
1/25/18,row (barbell),,,,,,,,,3,225,8,,bench press close,
1/25/18,row (barbell),,,,,,,,,4,225,8,,,
1/25/18,row (barbell),,,,,,,,,5,225,8,,,
1/25/18,OHP (barbell),,,,,,,,,1,135,8,7.5,,short brek
1/25/18,OHP (barbell),,,,,,,,,2,125,8,6.5,,short brek
1/25/18,OHP (barbell),,,,,,,,,3,125,8,7.5,,short brek
1/25/18,OHP (barbell),,,,,,,,,4,125,8,,,short brek
1/27/18,bench press,,,,,,,,,1,230,10,7,,
1/27/18,bench press,,,,,,,,,2,230,10,7.5,,
1/27/18,bench press,,,,,,,,,3,230,10,8,,
1/27/18,bench press,,,,,,,,,4,230,10,9,,
1/27/18,bench press (DB),,neutral,,,,,,,1,85,10,6,,
1/27/18,bench press (DB),,neutral,,,,,,,2,85,10,6.5,,
1/27/18,bench press (DB),,neutral,,,,,,,3,85,10,6,,
1/27/18,bench press (DB),,neutral,,,,,,,4,85,10,6,,
1/29/18,lowbar squat,,,belt,,,,,,1,405,1,10,,failed 2nd rep
1/29/18,conv DL,,,,,,,,,1,365,2,<6,,
1/30/18,bench press (slight incline),,,,,,,,,1,215,7,7.5,,
1/30/18,bench press (slight incline),,,,,,,,,2,210,7,7,,
1/30/18,bench press (slight incline),,,,,,,,,3,210,7,7.5,,
1/30/18,bench press (slight incline),,,,,,,,,4,210,7,7.5,,
1/30/18,OHP (barbell),,,belt,,,,,,1,150,5,8.5,,
1/30/18,OHP (barbell),,,belt,,,,,,2,145,5,8,,
1/30/18,OHP (barbell),,,belt,,,,,,3,145,5,8.5,,
1/30/18,OHP (barbell),,,belt,,,,,,4,145,5,8,,
1/30/18,chinup,,,,,,,,,1,45,5,,,
1/30/18,chinup,,,,,,,,,2,55,5,,,
1/30/18,chinup,,,,,,,,,3,60,5,,,
1/30/18,chinup,,,,,,,,,4,70,5,,,
1/30/18,chinup,,,,,,,,,5,65,5,,,
2/1/18,bench press,,close,,,,0.1.0,,,1,240,5,6.5,,
2/1/18,bench press,,close,,,,0.1.0,,,2,240,5,7,,
2/1/18,bench press,,close,,,,0.1.0,,,3,240,5,7,,
2/1/18,bench press,,close,,,,0.1.0,,,4,240,5,,,
2/1/18,bench press (high pin),,,,,,,,,1,235,3,6,,
2/1/18,bench press (high pin),,,,,,,,,2,245,3,6,,
2/1/18,bench press (high pin),,,,,,,,,3,265,3,7.5,,
2/1/18,bench press (high pin),,,,,,,,,4,275,3,10,,
2/1/18,row (barbell),,,,,,,,,1,225,8,,,
2/1/18,row (barbell),,,,,,,,,2,240,8,,,
2/1/18,row (barbell),,,,,,,,,3,250,8,,,
2/1/18,row (barbell),,,,,,,,,4,265,8,,,
2/1/18,row (barbell),,,,,,,,,5,265,8,,,
2/1/18,OHP (DB),,,,,,,,,1,75,10,6.5,,
2/1/18,OHP (DB),,,,,,,,,2,75,10,8,,
2/1/18,OHP (DB),,,,,,,,,3,70,10,8.5,,short rest
2/1/18,OHP (DB),,,,,,,,,4,70,10,8.5,,short rest
2/1/18,OHP (DB),,,,,,,,,5,70,10,8.5,,short rest
2/2/18,highbar squat,,,,,,,,,1,275,4,<6,,
2/2/18,highbar squat,,,,,,,,,2,275,4,<6,,
2/2/18,highbar squat,,,,,,,,,3,265,4,<6,,
2/2/18,highbar squat,,,,,,,,,4,285,4,<6,,
2/2/18,sumo DL,,,,,,,,,1,315,5,<6,,
2/2/18,sumo DL,,,,,,,,,2,315,5,<6,,
2/2/18,sumo DL,,,,,,,,,3,315,5,<6,,
2/3/18,bench press,,,,,,,,,1,245,7,7.5,,
2/3/18,bench press,,,,,,,,,2,235,7,6.5,,
2/3/18,bench press,,,,,,,,,3,235,7,7,,
2/3/18,bench press,,,,,,,,,4,235,7,7,,
2/3/18,bench press,,,,,,,,,5,235,7,7.5,,
2/3/18,bench press,,,,,,,,,6,235,7,8,,
2/3/18,pullup,,neutral,,,,,,,1,45,7,,,
2/3/18,pullup,,neutral,,,,,,,2,50,7,,,
2/3/18,pullup,,neutral,,,,,,,3,50,7,,,
2/3/18,pullup,,neutral,,,,,,,4,50,7,,,
2/3/18,rolling skullcrusher,,,,,,,,,1,45,7,,,
2/3/18,rolling skullcrusher,,,,,,,,,2,45,7,,,
2/3/18,rolling skullcrusher,,,,,,,,,3,45,7,,,
2/5/18,highbar squat,,,,,,,,,1,275,6,<6,,
2/5/18,highbar squat,,,,,,,,,2,275,6,<6,,
2/5/18,highbar squat,,,,,,,,,3,275,6,<6,,
2/5/18,conv DL,,,,,,0.1.0,,,1,365,6,6.5,,
2/5/18,conv DL,,,,,,0.1.0,,,2,365,7,7,,
2/5/18,conv DL,,,,,,0.1.0,,,3,350,6,6,,
2/6/18,bench press,,,,,,0.1.0,,,1,280,8,8,,
2/6/18,bench press,,,,,,0.1.0,,,2,255,4,7.5,,
2/6/18,bench press,,,,,,0.1.0,,,3,255,4,7.5,,
2/6/18,bench press,,,,,,0.1.0,,,4,255,4,8.5,,
2/6/18,bench press,,,,,,0.1.0,,,5,255,4,8.5,,
2/6/18,OHP (DB),,,,,,,,,1,80,8,6.5,chinup,
2/6/18,OHP (DB),,,,,,,,,2,80,8,6.5,chinup,
2/6/18,OHP (DB),,,,,,,,,3,80,8,7,chinup,
2/6/18,OHP (DB),,,,,,,,,4,80,8,7,chinup,
2/6/18,chinup,,,,,,,,,1,60,5,,OHP (DB),
2/6/18,chinup,,,,,,,,,2,60,5,,OHP (DB),
2/6/18,chinup,,,,,,,,,3,60,5,,OHP (DB),
2/6/18,chinup,,,,,,,,,4,60,5,,OHP (DB),
2/7/18,lowbar squat,,,,,,0.1.0,,,1,315,3,7.5,,
2/7/18,lowbar squat,,,,,,0.1.0,,,2,300,3,6.5,,
2/7/18,lowbar squat,,,,,,0.1.0,,,3,285,3,<6,,
2/8/18,bench press,,,,,,,,,1,295,1,8,,
2/8/18,bench press,,,,,,,,,2,300,2,9,,
2/8/18,bench press,,,,,,,,,3,290,2,9,,
2/8/18,bench press,,,,,,,,,4,290,2,9,,
2/8/18,bench press,,,,,,,,,5,290,2,9.5,,
2/8/18,bench press,,,,,,,,,6,290,2,,,
2/8/18,OHP (barbell),,,,,,,,,1,160,3,8,row (barbell),
2/8/18,OHP (barbell),,,,,,,,,2,160,3,8,row (barbell),
2/8/18,OHP (barbell),,,,,,,,,3,160,3,8,row (barbell),
2/8/18,OHP (barbell),,,,,,,,,4,160,3,8.5,row (barbell),
2/8/18,OHP (barbell),,,,,,,,,5,160,3,9.5,row (barbell),
2/8/18,row (barbell),,,,,,,,,1,225,8,,OHP (barbell),
2/8/18,row (barbell),,,,,,,,,2,245,8,,OHP (barbell),
2/8/18,row (barbell),,,,,,,,,3,260,8,,OHP (barbell),
2/8/18,row (barbell),,,,,,,,,4,275,8,,OHP (barbell),
2/8/18,row (barbell),,,,,,,,,5,275,8,,OHP (barbell),
2/10/18,bench press,,,,,,,,,1,275,3,7.5,,
2/10/18,bench press,,,,,,,,,2,275,3,7.5,,
2/10/18,bench press,,,,,,,,,3,275,3,8.5,,
2/10/18,bench press,,,,,,,,,4,275,3,8.5,,
2/10/18,bench press,,,,,,,,,5,275,3,9,,
2/10/18,bench press,,,,,,,,,6,275,3,9.5,,
2/10/18,bench press,,,,,,,,,7,275,3,10,,
2/12/18,highbar squat,,,,,,,,,1,275,6,<6,,
2/12/18,highbar squat,,,,,,,,,2,275,6,<6,,
2/12/18,highbar squat,,,,,,,,,3,275,6,<6,,
2/12/18,snatch grip DL,wide,,,,,,,,1,315,6,7.5,,no straps
2/12/18,snatch grip DL,wide,,,,,,,,2,315,6,7.5,,no straps
2/12/18,snatch grip DL,wide,,,,,,,,3,315,6,7.5,,no straps
2/12/18,lying ham curl,,,,,,,,,1,,10,,,
2/12/18,lying ham curl,,,,,,,,,2,,10,,,
2/12/18,lying ham curl,,,,,,,,,3,,10,,,
2/13/18,bench press,,,,,,0.1.0,,,1,285,1,7.5,,
2/13/18,bench press,,,,,,,,,2,280,2,8,,
2/13/18,bench press,,,,,,,,,3,280,2,8,,
2/13/18,bench press,,,,,,,,,4,280,2,8.5,,
2/13/18,bench press,,,,,,,,,5,280,2,8,,
2/13/18,bench press,,,,,,,,,6,280,2,8.5,,
2/13/18,bench press,,,,,,,,,7,280,2,8.5,,
2/13/18,OHP (barbell),,,belt,,,,,,1,165,3,8.5,,
2/13/18,OHP (barbell),,,belt,,,,,,2,165,3,9,,
2/13/18,OHP (barbell),,,belt,,,,,,3,165,3,9,,
2/13/18,OHP (barbell),,,belt,,,,,,4,165,3,9.5,,
2/13/18,OHP (barbell),,,belt,,,,,,5,165,3,10,,
2/13/18,chinup,,,,,,,,,1,70,3,,,
2/13/18,chinup,,,,,,,,,2,70,4,,,
2/13/18,chinup,,,,,,,,,3,70,4,,,
2/13/18,chinup,,,,,,,,,4,70,4,,,
2/15/18,highbar squat,,,,,,,,,1,315,3,6,,
2/15/18,highbar squat,,,,,,,,,2,315,3,6.5,,
2/15/18,highbar squat,,,,,,,,,3,315,3,6.5,,
2/15/18,highbar squat,,,,,,,,,4,295,3,<6,,
2/15/18,highbar squat,,,,,,,,,5,295,3,<6,,
2/15/18,sumo DL,,,,,,,,,1,405,5,6.5,,
2/15/18,sumo DL,,,,,,,,,2,405,5,6.5,,
2/15/18,sumo DL,,,,,,,,,3,385,5,6,,
2/16/18,bench press,,,,,,,,,1,300,1,8.5,,
2/16/18,bench press,,,,,,,,,2,285,3,9,,
2/16/18,bench press,,,,,,,,,3,285,3,9,,
2/16/18,bench press,,,,,,,,,4,275,3,8,,
2/17/18,highbar squat,,,,,,,,,1,335,2,7.5,,
2/17/18,highbar squat,,,,,,,,,2,335,2,8,,
2/17/18,highbar squat,,,,,,,,,3,335,2,8,,
2/17/18,highbar squat (low pin),,,,,,,,,1,285,3,6,,
2/17/18,lowbar squat,,,,,,,,,1,285,6,6,,
2/20/18,highbar squat,,,,,,,,,1,355,1,7.5,,
2/20/18,highbar squat,,,,,,,,,2,300,5,<6,,
2/20/18,highbar squat,,,,,,,,,3,300,5,<6,,
2/20/18,highbar squat,,,,,,,,,4,300,5,<6,,
2/20/18,bench press,,,,,,,,,1,305,1,8,,
2/20/18,bench press,,,,,,,,,2,295,2,9,,
2/20/18,bench press,,,,,,,,,3,295,2,9,,
2/20/18,bench press,,,,,,,,,4,295,2,10,,
2/20/18,snatch grip DL,wide,,,,,,,,1,335,5,6,,
2/20/18,snatch grip DL,wide,,,,,,,,2,335,5,6,,
2/20/18,snatch grip DL,wide,,,,,,,,3,335,5,6,,
2/20/18,OHP (barbell),,,belt,,,,,,1,165,3,8,,
2/20/18,OHP (barbell),,,belt,,,,,,2,165,3,9,,
2/20/18,OHP (barbell),,,belt,,,,,,3,165,3,9,,
2/20/18,OHP (barbell),,,belt,,,,,,4,165,3,9.5,,
2/20/18,OHP (barbell),,,belt,,,,,,5,165,3,9,,
2/22/18,highbar squat,,,,,,0.1.0,,,1,315,2,7,,
2/22/18,highbar squat,,,,,,0.1.0,,,2,315,3,7.5,,
2/22/18,highbar squat,,,,,,0.1.0,,,3,315,3,8,,
2/22/18,highbar squat,,,,,,0.1.0,,,4,315,3,8,,
2/23/18,bench press,,,,,,,,,1,305,1,9,,
2/23/18,bench press,,,,,,,,,2,310,1,9,,
2/23/18,bench press,,,,,,,,,3,310,1,9.5,,
2/23/18,bench press,,,,,,,,,4,310,1,9.5,,
2/23/18,bench press,,,,,,,,,5,310,1,10,,
2/23/18,bench press,,,,,,,,,6,300,1,10,,
2/23/18,OHP (DB),,,,,,,,,1,80,7,6,,
2/23/18,OHP (DB),,,,,,,,,2,85,7,7,,
2/23/18,OHP (DB),,,,,,,,,3,85,7,7.5,,
2/23/18,row (barbell),,,,,,,,,1,225,8,,,
2/23/18,row (barbell),,,,,,,,,1,225,8,,,
2/23/18,row (barbell),,,,,,,,,2,225,8,,,
2/24/18,highbar squat (low pin),,,,,,3.0.0,,,1,265,6,7.5,,
2/24/18,highbar squat (low pin),,,,,,3.0.0,,,2,255,6,7,,
2/24/18,highbar squat (low pin),,,,,,3.0.0,,,3,255,6,8,,
2/24/18,sumo DL,,,,,,,,,1,405,5,8,,
2/24/18,sumo DL,,,,,,,,,2,405,5,9,,
2/27/18,lowbar squat,,,belt,,,,,,1,355,1,8,,
2/27/18,lowbar squat,,,belt,,,,,,2,285,5,<6,,
2/27/18,bench press,,,,,,,,,1,310,1,9.5,,
2/27/18,bench press,,,,,,,,,2,315,2,10,,
2/27/18,snatch grip DL,wide,,,,,,,,1,355,5,7.5,,
2/27/18,snatch grip DL,wide,,,,,,,,2,355,5,7,,
2/27/18,OHP (barbell),,,belt,,,,,,1,170,4,10,,
3/1/18,highbar squat,,,,,,,,,1,315,3,7,,
3/2/18,highbar squat,,,,,,,,,1,300,4,6,,
3/2/18,highbar squat,,,,,,,,,2,285,4,<6,,
3/2/18,bench press,,,,,,,,,1,250,5,6,,
3/2/18,bench press,,,,,,,,,2,250,5,7,,
3/2/18,bench press,,close,,,,4.0.0,,,1,235,5,6,,
3/2/18,bench press,,close,,,,4.0.0,,,2,235,5,7,,
3/2/18,conv DL,,,,,,,,,1,375,5,6,,
3/2/18,conv DL,,,,,,,,,2,375,5,<6,,
3/2/18,OHP (DB),,,,,,,,,1,80,7,6,,
3/2/18,OHP (DB),,,,,,,,,2,80,7,7,,
3/5/18,lowbar squat,,,belt,,,,,,1,305,5,<6,,
3/5/18,lowbar squat,,,belt,,,,,,2,305,5,<6,,
3/5/18,bench press,,,,,,,,,1,250,4,6.5,,
3/5/18,bench press,,,,,,,,,2,250,4,<6,,
3/5/18,bench press,,close,,,,4.0.0,,,1,245,3,9.5,,
3/5/18,snatch grip DL,wide,,,,,,,,1,365,3,10,,bad grip
3/5/18,snatch grip DL,wide,,,,,,,,2,355,5,7.5,,
3/5/18,snatch grip DL,wide,,,,,,,,3,315,5,5,,
3/6/18,highbar squat,,,,,,3.0.0,,,1,315,1,7,,
3/6/18,highbar squat,,,,,,3.0.0,,,2,325,1,8,,
3/6/18,highbar squat,,,,,,3.0.0,,,3,315,1,7.5,,
3/6/18,bench press (feet up),,close,,,,0.1.0,,,1,225,3,7.5,,
3/6/18,bench press (feet up),,close,,,,0.1.0,,,2,225,3,7.5,,
3/6/18,OHP (barbell),,,belt,,,0.1.0,,,1,145,3,6,,
3/6/18,OHP (barbell),,,belt,,,0.1.0,,,2,145,4,6,,
3/6/18,chinup,,,,,,,,,1,75,4,,,
3/6/18,chinup,,,,,,,,,2,75,4,,,
3/6/18,chinup,,,,,,,,,3,75,4,,,
3/7/18,highbar squat,,,,,,,,,1,345,1,7,,
3/7/18,highbar squat,,,,,,,,,2,360,1,8,,
3/7/18,highbar squat,,,,,,,,,3,325,3,6.5,,
3/7/18,highbar squat,,,,,,,,,4,325,2,6.5,,
3/7/18,bench press,,,,,,,,,1,285,1,8,,
3/7/18,bench press,,,,,,3.0.0,,,1,245,2,7.5,,
3/7/18,bench press,,,,,,3.0.0,,,2,245,2,8,,
3/8/18,bench press,,,,,,,,,1,265,2,6.5,,
3/8/18,bench press,,,,,,,,,2,265,3,7.5,,
3/9/18,highbar squat,,,,,,,,,1,315,5,6.5,,
3/9/18,highbar squat,,,,,,,,,2,315,5,7,,
3/9/18,highbar squat,,,,,,,,,3,315,5,7,,
3/9/18,sumo DL,,,,,,,,,1,425,5,8.5,,
3/9/18,sumo DL,,,,,,,,,2,405,5,6,,
3/9/18,sumo DL,,,,,,,,,3,405,5,7.5,,
3/9/18,bench press,,,,,,,,,1,285,1,7.5,,
3/9/18,bench press,,,,,,,,,2,250,5,6.5,,
3/9/18,bench press,,,,,,,,,3,250,5,7.5,,
3/9/18,bench press,,,,,,,,,4,250,5,8,,
3/9/18,OHP (barbell),,,belt,,,,,,1,155,5,9,,
3/9/18,OHP (barbell),,,belt,,,,,,2,155,5,9.5,,
3/9/18,OHP (barbell),,,belt,,,,,,3,155,5,9.5,,
3/9/18,bench press,,close,,,,,,,1,225,7,8,,
3/9/18,bench press,,close,,,,,,,2,225,7,9.5,,
3/14/18,highbar squat,,,,,,,,,1,315,5,6,,
3/14/18,highbar squat,,,,,,,,,2,295,5,6.5,,
3/14/18,highbar squat,,,,,,,,,3,295,5,7.5,,
3/14/18,highbar squat,,,,,,,,,4,295,5,7.5,,
3/14/18,bench press,,,,,,,,,1,265,5,9.5,,
3/14/18,bench press,,,,,,,,,2,245,5,7.5,,
3/14/18,bench press,,,,,,,,,3,245,5,7.5,,
3/14/18,bench press,,,,,,,,,4,245,5,8.5,,
3/14/18,bench press,,,,,,,,,5,245,5,7.5,,
3/14/18,bench press,,,,,,,,,6,230,6,7,,
3/14/18,conv DL,,,,,,,,,1,365,2,,,
3/14/18,conv DL,,,,,,,,,2,355,2,8,,
3/14/18,conv DL,,,,,,,,,3,355,2,9,,
3/14/18,conv DL,,,,,,,,,4,335,5,,,
3/18/18,highbar squat,,,,,,,,,1,305,5,6,,
3/18/18,highbar squat,,,,,,,,,2,305,5,6.5,,
3/18/18,bench press,,,,,,,,,1,285,1,8,,
3/18/18,bench press,,,,,,,,,2,245,6,7,,
3/18/18,bench press,,,,,,,,,3,245,4,6.5,,
3/18/18,bench press,,,,,,,,,4,245,4,6.5,,
3/18/18,OHP (barbell),,,belt,,,,,,1,145,5,8,,
3/18/18,OHP (barbell),,,belt,,,,,,2,155,5,10,,
3/19/18,lowbar squat,,,belt,,,,,,1,315,1,<6,,
,lowbar squat,,,belt,,,,,,2,315,1,<6,,
,snatch grip DL,wide,,,,,,,,1,345,5,6.5,,
,snatch grip DL,wide,,,,,,,,2,345,5,7,,
,bench press,,close,,,,,35 lb band tension,,1,225,4,8.5,,
,bench press,,close,,,,,35 lb band tension,,2,225,4,9.5,,
,bench press,,close,,,,,35 lb band tension,,3,225,4,9.5,,
3/22/18,trap bar DL (low handle),,,,,,,,,1,365,8,7,,
,trap bar DL (low handle),,,,,,,,,2,365,8,7,,
,trap bar DL (low handle),,,,,,,,,3,365,8,8,,
,bench press (DB),,neutral,,,,3.1.0,,,1,75,7,8.5,,
,bench press (DB),,neutral,,,,3.1.0,,,2,80,7,8.5,,
,bulg. split squat,,,,,,,,,1,185,8,7,,
,bulg. split squat,,,,,,,,,2,185,8,8.5,,
,row (SA DB),,,,,,,,,1,115,12,,,
,row (SA DB),,,,,,,,,2,115,12,,,
,row (SA DB),,,,,,,,,3,115,12,,,
,SA DB z-press,,,,,,0.1.0,,,1,60,8,7,,
,SA DB z-press,,,,,,0.1.0,,,2,60,8,8,,
,SA DB z-press,,,,,,0.1.0,,,3,60,8,8.5,,
